Parcours (ID);Parcours (libellé court);Ligne (ID);Ligne (nom court);Point d'arrêt (ID);Point d'arrêt (nom);Ordre;Montée autorisée;Descente autorisée;
0057-B-2361-1615-2314;;57;57;2209;Commeurec;25;true;true;117
0201-B-1614-3301-1429;;201;201;3313;Bocage;9;true;true;93
0216-A-2088-1007;;216;216;2088;Stade Dézerseul;1;true;true;355
0057-B-2361-1615-2314;;57;57;1573;Mermoz;26;true;true;331
0201-B-1614-3301-1429;;201;201;3301;Landelles;13;true;true;231
0216-A-2088-1007;;216;216;1291;IUT;10;true;true;283
0057-B-2361-1615-2314;;57;57;1021;Cité Judiciaire;29;true;true;232
0202-A-2401-1007;;202;202;2402;Omblais;2;true;true;435
0217-A-2048-1007;;217;217;2029;Bourgchevreuil;6;true;true;64
0057-B-2361-1615-2314;;57;57;1615;République;32;true;true;181
0202-A-2401-1007;;202;202;2405;Betton Mairie;5;true;true;499
0217-A-2048-1007;;217;217;2016;Taillis;13;true;true;376
0057-B-2361-2376;;57;57;2303;Haut Launay;6;true;true;243
0202-A-2401-1007;;202;202;2411;Betton Vallée;11;true;true;390
0218-B-3732-3162;;218;218;3708;Vigne;6;true;true;263
0057-B-2361-2376;;57;57;2322;Vert Buisson;8;true;true;305
0202-A-2401-1007;;202;202;1007;Assomption;15;true;true;481
0220-A-4019-2051;;220;220;4007;Boulais;7;true;true;393
0059-A-1564-2372;;59;59;1564;Henri Fréville;1;true;true;141
0202-A-4604-1007;;202;202;4604;Pommiers;1;true;true;88
0220-A-4019-2051;;220;220;2051;Chalotais;10;true;true;100
0059-A-1564-2372;;59;59;1270;Félix Eboué;4;true;true;416
0202-A-4604-1007;;202;202;4609;Chopinais;5;true;true;414
0220-B-2091-4001-4020;;220;220;4008;Boulais;4;true;true;147
0059-B-2372-1564;;59;59;2331;Noë;3;true;true;20
0202-A-4604-1007;;202;202;2411;Betton Vallée;19;true;true;202
0221-A-2115-2091;;221;221;2115;Château de Vaux;1;true;true;175
0059-B-2372-1564;;59;59;2337;Lavoisier;10;true;true;394
0202-A-4604-1007;;202;202;2827;Maison Blanche;20;true;true;318
0221-A-2115-2091;;221;221;3322;Curien;11;true;true;335
0059-B-2372-1564;;59;59;1564;Henri Fréville;18;true;true;155
0202-A-4604-1007;;202;202;1485;Saint-Laurent;21;true;true;166
0221-A-3310-2091;;221;221;3304;Anne de Bretagne;5;true;true;214
0061-A-1510-3801;;61;61;2722;Potiers;10;true;true;194
0202-A-4604-1007;;202;202;1711;Joliot-Curie - Chateaubriand;22;true;true;208
0221-A-3310-2091;;221;221;3322;Curien;8;true;true;198
0061-A-1510-3801;;61;61;2733;Côteaux;13;true;true;419
0202-B-1614-2401;;202;202;1614;Assomption;1;true;true;32
0221-B-2091-2114;;221;221;2050;Cesson Collège;2;true;true;153
0061-A-1510-3801;;61;61;4354;Paul Féval;19;true;true;49
0202-B-1614-2401;;202;202;2418;Betton Mairie;11;true;true;412
0221-B-2091-2114;;221;221;3323;Curien;5;true;true;75
0061-A-1510-3801;;61;61;3219;Coteau;28;true;true;98
0202-B-1614-2401;;202;202;2419;Trégor;12;true;true;276
0221-B-2091-2114;;221;221;3301;Landelles;6;true;true;177
0061-A-1510-3801;;61;61;3220;Surcouf;29;true;true;433
0202-B-1614-4603;;202;202;1614;Assomption;1;true;true;394
0221-B-2091-2114;;221;221;3305;Bocage;9;true;true;95
0061-A-1510-3801;;61;61;3808;La Motte;33;true;true;252
0202-B-1614-4603;;202;202;2421;Omblais;14;true;true;404
0221-B-2091-3309;;221;221;3314;Anne de Bretagne;8;true;true;106
0061-A-1510-4351;;61;61;2717;Mail Lancé;5;true;true;344
0202-B-1614-4603;;202;202;4602;Fonderies;22;true;true;365
0221-B-2091-3309;;221;221;3307;Fouillard;11;true;true;76
0061-A-1510-4351;;61;61;2732;Pont;12;true;true;388
0204-A-2844-1007;;204;204;2842;Nobel;2;true;true;297
0222-A-4604-2401;;222;222;2451;Gentilhommière;6;true;true;497
0061-A-1510-4351;;61;61;2773;Ise;14;true;true;4
0204-A-2844-1007;;204;204;2805;Camus;4;true;true;401
0222-A-4604-2401;;222;222;2437;Betton Centre;9;true;true;359
0061-A-1510-4351;;61;61;4351;Parc d'Activités;21;true;true;38
0204-A-2844-1007;;204;204;2811;Cité des Jardins;9;true;true;75
0222-B-2401-4603;;222;222;2434;J. Sébastien Bach;8;true;true;163
0061-A-1563-3801;;61;61;2715;Hil-Bintinais;4;true;true;36
0204-A-2844-1007;;204;204;2817;CHP Saint-Grégoire;12;true;true;245
0222-B-2401-4603;;222;222;2458;Gentilhommière;9;true;true;420
0061-A-1563-3801;;61;61;2717;Mail Lancé;6;true;true;48
0204-A-2844-1596;;204;204;2812;Forge;10;true;true;101
0223-A-2451-2841;;223;223;2407;Haye Renaud Gare;4;true;true;81
0061-A-1563-3801;;61;61;2721;Centre;10;true;true;200
0204-B-1614-2844;;204;204;1371;Lycée Mendès France;4;true;true;133
0223-A-4604-2841;;223;223;2420;Brocéliande;6;true;true;233
0061-A-1563-3801;;61;61;2732;Pont;13;true;true;136
0204-B-1614-2844;;204;204;2818;Haut Trait;7;true;true;45
0223-B-2804-2458;;223;223;2804;Ricoquais;1;true;true;85
0061-A-1563-3801;;61;61;2773;Ise;15;true;true;51
0204-B-1614-2844;;204;204;2824;Vivier Louis;13;true;true;308
0223-B-2804-4603;;223;223;4601;Chevaigné Mairie;5;true;true;258
0061-A-1563-3801;;61;61;4357;Croix du Pigeonnet;23;true;true;422
0204-B-1614-2844;;204;204;2825;Camus;14;true;true;346
0223-B-2804-4603-2416;;223;223;2434;J. Sébastien Bach;8;true;true;76
0061-A-1563-3801;;61;61;3807;La Basse Erable;33;true;true;30
0204-B-1614-2844;;204;204;2844;Champ Daguet;17;true;true;11
0223-B-2804-4603-2416;;223;223;4601;Chevaigné Mairie;12;true;true;252
0061-A-1563-3801;;61;61;3801;Centre de Loisirs;37;true;true;47
0205-B-1553-1496;;205;205;1553;Villejean-Université;1;true;true;469
0161-A-1510-3801;;161;161ex;3809;Bourgbarré Mairie;12;true;true;109
0224-B-4073-2841;;224;224;4055;Viennais;4;true;true;162
0061-B-3801-1510;;61;61;3838;Salle de Sports;2;true;true;295
0206-A-2054-1007;;206;206;1007;Assomption;12;true;true;128
0161-B-3801-1450;;161;161ex;3836;Jardin du Soleil;5;true;true;313
0224-B-4073-2841;;224;224;3514;Fougerolle;7;true;true;389
0061-B-3801-1510;;61;61;3210;Coteau;9;true;true;319
0206-B-1033-2043;;206;206;1684;Turmel;2;true;true;327
0161-B-3801-1450;;161;161ex;4382;Basses Noës;6;true;true;462
0224-B-4073-2841;;224;224;3503;Montgermont Mairie;9;true;true;392
0061-B-3801-1510;;61;61;2705;Bray;22;true;true;284
0206-B-1033-2043;;206;206;2019;Champs Péans;4;true;true;239
0161-B-3801-1450;;161;161ex;4359;Leuzières;8;true;true;18
0225-A-2841-3125;;225;225;3171;Baiersdorf;4;true;true;192
0061-B-3801-1510;;61;61;2708;Centre;28;true;true;215
0206-B-1033-2043;;206;206;2009;Fontenelle;14;true;true;312
0161-B-3801-1450;;161;161ex;1441;Triangle;13;true;true;416
0225-A-2841-3125;;225;225;3169;Beausoleil;5;true;true;209
0061-B-4351-1510;;61;61;4358;Croix Faucheux;5;true;true;287
0206-B-1033-2068;;206;206;2021;Hublais;6;true;true;433
0161-B-3801-1510;;161;161ex;4358;Croix Faucheux;7;true;true;235
0225-B-3125-2841;;225;225;3172;Baiersdorf;5;true;true;113
0061-B-4351-1510;;61;61;2734;Côteaux;9;true;true;72
0207-A-2052-1056;;207;207;2052;Lycée Ozanam;1;true;true;71
0161-B-3801-1510;;161;161ex;2734;Côteaux;10;true;true;291
0226-A-4055-3162;;226;226;4055;Viennais;1;true;true;140
0061-B-4351-1510;;61;61;2708;Centre;13;true;true;343
0207-A-2052-1056;;207;207;2014;Sports et Nature;8;true;true;234
0161-B-3801-1510;;161;161ex;1441;Triangle;13;true;true;377
0226-A-4055-3162;;226;226;3500;Silandière;3;true;true;314
0061-B-4351-1510;;61;61;2714;Hil-Bintinais;19;true;true;473
0207-A-2052-1056;;207;207;2015;Hublais;9;true;true;222
0164-A-4001-1167;;164;164ex;4001;Timonière;1;true;true;500
0226-A-4055-3162;;226;226;3162;Centre scolaire Pacé;5;true;true;345
0062-A-1090-4112;;62;62;1090;République;1;true;true;429
0207-A-2052-1056;;207;207;2017;Champs Péans;11;true;true;292
0164-A-4001-1167;;164;164ex;4003;Acigné Mairie;4;true;true;324
0226-A-4073-3162-3504;;226;226;4073;Besneraie;1;true;true;221
0062-A-1090-4112;;62;62;3025;Martinière;3;true;true;411
0207-B-1167-2052;;207;207;1167;République;1;true;true;96
0164-A-4001-1167;;164;164ex;1160;Tournebride;8;true;true;469
0226-A-4073-3162-3504;;226;226;3162;Centre scolaire Pacé;6;true;true;149
0062-A-1090-4112;;62;62;2612;Hallerais;4;true;true;14
0207-B-1167-2052;;207;207;2021;Hublais;4;true;true;248
0164-B-1167-4001;;164;164ex;1167;République;1;true;true;294
0226-A-4507-3162;;226;226;4507;Cheval Blanc;1;true;true;127
0062-A-1090-4112;;62;62;2613;Garenne;5;true;true;175
0207-B-1167-2052;;207;207;2022;Sports et Nature;5;true;true;446
0164-B-1167-4001;;164;164ex;1604;Les Préales;2;true;true;393
0226-A-4507-3162;;226;226;4502;Gévezé Mairie;4;true;true;112
0062-A-1090-4112;;62;62;2615;Bretonnière;7;true;true;104
0207-B-1167-2052;;207;207;2027;Fontenelle;10;true;true;31
0165-A-1565-3617;;165;165ex;1565;Lycée Basch;1;true;true;465
0226-A-4507-3162;;226;226;4504;Flume;5;true;true;172
0062-A-1090-4112;;62;62;2616;Haute Abbaye;8;true;true;327
0208-A-2840-1477;;208;208;2808;Uttenreuth;2;true;true;307
0165-A-1565-3617;;165;165ex;1519;Villejean-Université;2;true;true;189
0226-A-4507-3162;;226;226;4055;Viennais;9;true;true;411
0062-A-1090-4112;;62;62;2634;Vern Eglise;12;true;true;158
0208-B-1056-2840;;208;208;2840;MFR Rabinardières;4;true;true;414
0165-B-3617-1519;;165;165ex;3604;La Noë;4;true;true;292
0226-A-4507-3162;;226;226;4056;Sénestrais;10;true;true;253
0062-A-1090-4112;;62;62;3421;La Porte;22;true;true;473
0211-A-1608-4212;;211;211;4209;Avenir;5;true;true;383
0167-B-1556-4151;;167;167ex;4158;Destiers;4;true;true;31
0226-B-3162-4074;;226;226;3509;Métrie;2;true;true;210
0062-A-1090-4112;;62;62;4108;Chêne Hervé;30;true;true;212
0211-B-4201-1608;;211;211;2276;Haie des Cognets;6;true;true;377
0167-B-1556-4151;;167;167ex;4151;Anjou;8;true;true;183
0226-B-3162-4074;;226;226;4059;La Chapelle Centre;11;true;true;238
0062-A-1649-2601;;62;62;2637;Solidor;8;true;true;246
0212-A-1661-4355;;212;212;2719;Petite Saudrais;3;true;true;170
0168-B-1529-4507;;168;168ex;4505;Gévezé Mairie;4;true;true;376
0226-B-3162-4507;;226;226;4511;Prés Verts;7;true;true;358
0062-A-1649-3401;;62;62;3025;Martinière;2;true;true;500
0212-A-1661-4355;;212;212;2733;Côteaux;8;true;true;131
0172-B-2944-1534;;172;172ex;2914;Vieux Bourg;6;true;true;65
0227-A-3162-3732;;227;227;3763;Lion d'Or;5;true;true;490
0062-A-1649-3401;;62;62;2612;Hallerais;3;true;true;205
0212-A-1661-4355;;212;212;4354;Paul Féval;13;true;true;361
0173-A-1511-4112;;173;173ex;1511;La Poterie;1;true;true;344
0227-A-3162-3732;;227;227;3765;Haie de Terre;7;true;true;56
0062-A-1649-3401;;62;62;2615;Bretonnière;6;true;true;125
0212-B-4352-1450;;212;212;4353;Paul Féval;2;true;true;114
0173-B-4112-1511;;173;173ex;4112;Corps-Nuds Gare;1;true;true;326
0227-A-3162-3732;;227;227;3710;Fouaye;8;true;true;197
0062-A-1649-3401;;62;62;2621;Vern La Touche;13;true;true;214
0212-B-4352-1450;;212;212;1450;Coubertin;10;true;true;279
0173-B-4112-1511;;173;173ex;4104;Corps-Nuds Mairie;4;true;true;110
0227-A-3162-3732;;227;227;3724;Clos des Cerisiers;12;true;true;437
0062-A-1649-3401;;62;62;3407;Grée Barel;18;true;true;482
0213-A-1668-3204;;213;213;3202;Frogerais;18;true;true;119
0200-A-4001-1007;;200;200;4019;Botrel;2;true;true;462
0227-A-3162-3763;;227;227;3771;Champs Bleus;3;true;true;152
0062-A-1649-3401;;62;62;3402;Langlois;22;true;true;120
0213-A-1668-3204;;213;213;3203;Petite Rochelle;19;true;true;175
0200-A-4001-1007;;200;200;4018;Lande;6;true;true;345
0227-B-3732-3162;;227;227;3732;Ile des Bois;1;true;true;130
0062-A-1649-4112;;62;62;2605;Fosse Gauchère;9;true;true;124
0213-A-1668-3801;;213;213;3259;Ormes Blanches;8;true;true;385
0200-A-4001-1007;;200;200;2101;Village Collectivités;10;true;true;234
0227-B-3732-3162;;227;227;3717;Maison Neuve;2;true;true;159
0062-A-1649-4112;;62;62;2621;Vern La Touche;13;true;true;332
0213-B-3811-1450;;213;213;3212;Levant;11;true;true;308
0200-A-4001-1007;;200;200;2079;Verger;11;true;true;172
0227-B-3732-3162;;227;227;3709;Fouaye;7;true;true;434
0062-A-1649-4112;;62;62;4110;Place de Kildare;23;true;true;166
0213-B-3811-1450;;213;213;4356;Croix du Pigeonnet;13;true;true;321
0200-B-1033-4001;;200;200;4008;Boulais;8;true;true;386
0227-B-3756-3162;;227;227;3770;Champs Bleus;3;true;true;81
0062-A-1649-4112-3401;;62;62;4551;Saint-Armel Eglise;24;true;true;292
0213-B-3811-1450;;213;213;1450;Coubertin;14;true;true;316
0201-A-3301-1007;;201;201;1005;Mirabeau;5;true;true;357
0228-A-4073-1578;;228;228;4073;Besneraie;1;true;true;227
0062-B-2601-1649;;62;62;2606;Solidor;6;true;true;262
0214-A-2052-1065;;214;214;2057;Cesson Gare;5;true;true;309
0201-A-3301-1007;;201;201;1006;Turmel;6;true;true;129
0228-A-4073-1578;;228;228;4054;La Chapelle Centre;3;true;true;134
0062-B-2601-1649;;62;62;2609;Val d'Orson;9;true;true;3
0214-A-2052-1065;;214;214;2060;Rond Point de Bray;8;true;true;372
0228-A-4073-1578;;228;228;3514;Fougerolle;7;true;true;416
0062-B-2601-1649;;62;62;1649;La Poterie;13;true;true;470
0214-A-2052-1065;;214;214;2032;Charmilles;9;true;true;161
0228-A-4073-1578;;228;228;3506;Décoparc;12;true;true;256
0062-B-3401-1649;;62;62;2602;Bel Air;10;true;true;398
0214-A-2052-1065;;214;214;1075;Bourgueil;17;true;true;165
0228-B-1640-4074;;228;228;1640;Lycée Mendès France;1;true;true;339
0062-B-3401-1649;;62;62;2606;Solidor;14;true;true;358
0214-B-1077-2052;;214;214;2062;Rond Point de Bray;12;true;true;46
0228-B-1640-4074;;228;228;3512;Montgermont Mairie;5;true;true;138
0062-B-3401-1649;;62;62;2607;Haute Abbaye;15;true;true;330
0214-B-1077-2052;;214;214;2063;Monniais;13;true;true;151
0211-A-1608-4212;;211;211;4212;Croix Blanche;8;true;true;9
0228-B-1640-4074;;228;228;3515;Silandière;8;true;true;268
0062-B-3401-1649;;62;62;2611;Hallerais;19;true;true;123
0214-B-1077-2052;;214;214;2067;Cesson Piscine;17;true;true;72
0211-B-4201-1608;;211;211;4204;Avenir;4;true;true;59
0228-B-1640-4074;;228;228;4058;Viennais;10;true;true;477
0062-B-4112-1649;;62;62;4112;Corps-Nuds Gare;1;true;true;477
0215-A-1710-1497;;215;215;1737;Joliot-Curie;2;true;true;305
0211-B-4201-1608;;211;211;1548;Etangs d'Apigné;7;true;true;485
0229-A-2365-4212;;229;229;2367;Anita Conti;2;true;true;378
0062-B-4112-1649;;62;62;4554;Lande du Jardin;10;true;true;358
0215-B-1497-1711;;215;215;1738;Joliot-Curie;2;true;true;443
0211-B-4201-1608;;211;211;1608;Collège Cleunay;8;true;true;474
0229-A-2365-4212;;229;229;4212;Croix Blanche;8;true;true;385
0062-B-4112-1649;;62;62;2627;Vaugon;11;true;true;395
0216-A-2088-1007;;216;216;2005;Grand Domaine;2;true;true;407
0212-A-1661-4355;;212;212;2721;Centre;5;true;true;67
0229-A-2367-3869;;229;229;2367;Anita Conti;1;true;true;290
0062-B-4112-1649;;62;62;2601;Croix Malinge;12;true;true;346
0216-A-2088-1007;;216;216;2007;Bourgchevreuil;4;true;true;432
0229-A-2367-3869;;229;229;2366;Aire du 8 Mai;2;true;true;382
0062-B-4112-1649;;62;62;2629;Vern Eglise;14;true;true;435
0216-A-2088-1007;;216;216;2008;La Coulée;5;true;true;28
0229-A-2367-3869;;229;229;4211;Calvaire;6;true;true;131
0062-B-4112-1649;;62;62;2608;Bretonnière;19;true;true;351
0216-A-2088-1007;;216;216;2074;Mare Pavée;7;true;true;288
0201-A-3301-1007-1734;;201;201;3314;Anne de Bretagne;4;true;true;382
0229-A-2367-3869;;229;229;4201;Croix Blanche;7;true;true;292
0062-B-4112-1649;;62;62;2609;Val d'Orson;20;true;true;260
0216-A-2088-1007;;216;216;1683;Turmel;11;true;true;488
0201-A-3301-1007-1734;;201;201;1007;Assomption;12;true;true;202
0035-B-2065-2127;;35;35;2003;Cesson Hôpital Privé;10;true;true;320
0063-A-1575-2704;;63;63;1575;Gares;1;true;true;311
0216-B-1033-2088;;216;216;1033;Assomption;1;true;true;478
0201-A-3301-1734;;201;201;3301;Landelles;1;true;true;186
0036-A-2859-1606;;36;36;1656;Volney;11;true;true;214
0063-A-1575-2704;;63;63;2262;Vallon;5;true;true;45
0216-B-1033-2088;;216;216;1684;Turmel;2;true;true;371
0201-A-3301-1734;;201;201;3315;Thorigné Mairie;3;true;true;90
0036-B-1606-2859;;36;36;1287;Condate;7;true;true;293
0063-B-2327-1575;;63;63;2346;Croix Vaisserelle;2;true;true;82
0216-B-1033-2088;;216;216;2075;Mare Pavée;6;true;true;60
0201-A-3305-1007;;201;201;3307;Fouillard;3;true;true;150
0036-B-1606-2859;;36;36;2855;Kerfleury;8;true;true;31
0063-B-2327-1575;;63;63;2330;Rabine;3;true;true;415
0216-B-1033-2088;;216;216;2029;Bourgchevreuil;9;true;true;383
0201-A-3305-1007;;201;201;1005;Mirabeau;7;true;true;46
0037-A-1647-2201-2231;;37;37;2254;Le Pâtis;6;true;true;346
0063-B-2701-1575;;63;63;1276;Foyer Rennais;5;true;true;185
0217-A-2048-1007;;217;217;2027;Fontenelle;4;true;true;385
0201-A-3305-1007;;201;201;1006;Turmel;8;true;true;437
0037-A-1647-2201-2231;;37;37;2275;Haie des Cognets;7;true;true;441
0064-A-4001-1167;;64;64;4019;Botrel;2;true;true;375
0217-A-2048-1007;;217;217;2055;Cesson Piscine;7;true;true;211
0201-A-3305-1734;;201;201;2071;Calendrou;6;true;true;332
0037-A-1647-2201-2231;;37;37;2201;Morinais;10;true;true;84
0064-A-4001-1167;;64;64;2079;Verger;11;true;true;231
0217-A-2048-1007;;217;217;2014;Sports et Nature;10;true;true;299
0201-A-3305-1734;;201;201;1734;Joliot-Curie;7;true;true;307
0037-B-2201-1647-2225;;37;37;2201;Morinais;1;true;true;59
0064-A-4001-1167;;64;64;1163;Robidou;20;true;true;180
0217-A-2048-1007;;217;217;2059;Monniais;11;true;true;284
0201-B-1614-3301;;201;201;2072;Calendrou;3;true;true;484
0037-B-2201-1647-2225;;37;37;2276;Haie des Cognets;4;true;true;377
0064-A-4001-1167;;64;64;1166;Musée Beaux Arts;21;true;true;201
0217-B-1033-2043;;217;217;2020;Taillis;5;true;true;353
0201-B-1614-3301;;201;201;3310;Portail;5;true;true;442
0037-B-2201-1647-2225;;37;37;2225;Gaité;8;true;true;123
0064-B-1167-4001;;64;64;1516;Bois Perrin;5;true;true;499
0217-B-1033-2043;;217;217;2049;Les Lacs;16;true;true;457
0201-B-1614-3301;;201;201;3304;Anne de Bretagne;9;true;true;350
0038-B-2107-2059;;38;38;2107;Ménouriais;1;true;true;87
0064-B-1167-4001;;64;64;1201;Vitré Foulon;6;true;true;87
0218-A-3162-3732;;218;218;3712;Pont aux Moines;3;true;true;264
0201-B-1614-3301;;201;201;3315;Thorigné Mairie;10;true;true;354
0038-B-2107-2059;;38;38;2059;Monniais;2;true;true;377
0064-B-1167-4001;;64;64;1203;Beaulieu Restau U;8;true;true;241
0218-B-3715-3162;;218;218;3162;Centre scolaire Pacé;5;true;true;199
0201-B-1614-3301-1429;;201;201;3304;Anne de Bretagne;10;true;true;191
0038-B-2128-2059;;38;38;2059;Monniais;2;true;true;250
0064-B-1167-4001;;64;64;4012;Acigné Mairie;20;true;true;303
0218-B-3732-3162;;218;218;3732;Ile des Bois;1;true;true;405
0202-A-2401-1007;;202;202;2401;Champ Devant;1;true;true;294
0038-B-2130-2059;;38;38;2130;Château Monniais;1;true;true;143
0065-A-1519-3617;;65;65;3113;Le Ponant;4;true;true;12
0218-B-3732-3162;;218;218;3707;Pont aux Moines;5;true;true;290
0202-A-2401-1007;;202;202;2404;Trégor;4;true;true;410
0040-A-9217-1167;;40;40;1176;Beaulieu INSA;3;true;true;118
0065-A-1519-3617;;65;65;3117;Renan;8;true;true;299
0218-B-3732-3162;;218;218;3162;Centre scolaire Pacé;7;true;true;114
0202-A-2401-1007;;202;202;2406;Betton Centre;6;true;true;220
0040-A-9217-1167;;40;40;1312;Beaulieu Chimie;4;true;true;238
0065-A-1519-3617;;65;65;3143;Haute Rabine;10;true;true;467
0220-A-4019-2051;;220;220;4019;Botrel;1;true;true;283
0202-A-2401-1007;;202;202;2407;Haye Renaud Gare;7;true;true;131
0040-A-9217-1167;;40;40;1161;Plaine de Baud;7;true;true;361
0065-A-1519-3617;;65;65;3146;Touche Champagne;12;true;true;229
0220-A-4019-2051;;220;220;4002;Verdaudais;2;true;true;407
0202-A-2401-1007;;202;202;1711;Joliot-Curie - Chateaubriand;14;true;true;310
0040-A-9217-1167;;40;40;1163;Robidou;10;true;true;69
0065-A-1519-3617;;65;65;3611;Le Reuvre;13;true;true;186
0220-A-4019-2051;;220;220;4018;Lande;5;true;true;186
0202-A-4604-1007;;202;202;2410;Enseigne Abbaye;18;true;true;356
0040-A-9217-1167;;40;40;1164;Pont de Châteaudun;11;true;true;288
0065-A-1519-3617;;65;65;3613;La Noë;15;true;true;45
0220-B-2091-4001;;220;220;3316;Village Collectivités;2;true;true;144
0202-A-4604-1007;;202;202;1007;Assomption;23;true;true;465
0040-B-1168-9218;;40;40;1168;République;1;true;true;227
0065-A-3114-3617;;65;65;3613;La Noë;11;true;true;50
0220-B-2091-4001-4020;;220;220;2091;Lycée Sévigné;1;true;true;376
0202-B-1614-2401;;202;202;2829;Maison Blanche;4;true;true;158
0040-B-1168-9218;;40;40;1169;Musée Beaux Arts;2;true;true;38
0065-B-3136-1565;;65;65;1519;Villejean-Université;9;true;true;129
0220-B-2091-4001-4020;;220;220;3316;Village Collectivités;2;true;true;405
0202-B-1614-2401;;202;202;2416;Haye Renaud Gare;9;true;true;119
0040-B-1168-9218;;40;40;1313;Beaulieu Restau U;13;true;true;162
0065-B-3617-1519;;65;65;3603;Clos des Tilleuls;3;true;true;72
0220-B-2091-4001-4020;;220;220;4010;Lande;6;true;true;261
0202-B-1614-2401;;202;202;2421;Omblais;14;true;true;495
0040-B-1168-9218;;40;40;9218;IUT;14;true;true;450
0065-B-3617-1519;;65;65;3604;La Noë;4;true;true;326
0220-B-2091-4001-4020;;220;220;4001;Timonière;11;true;true;153
0202-B-1614-4603;;202;202;1710;Joliot-Curie - Chateaubriand;2;true;true;298
0041-A-2126-1056;;41;41ex;2002;Cesson Hôpital Privé;3;true;true;451
0065-B-3617-1519;;65;65;3123;Chapitre;8;true;true;87
0221-A-2115-2091;;221;221;2073;Victoire;3;true;true;210
0202-B-1614-4603;;202;202;2413;Enseigne Abbaye;6;true;true;67
0041-A-2126-1056;;41;41ex;1160;Tournebride;9;true;true;349
0065-B-3617-1519;;65;65;3111;Le Ponant;15;true;true;114
0221-A-2115-2091;;221;221;3313;Bocage;7;true;true;323
0202-B-1614-4603;;202;202;2419;Trégor;12;true;true;401
0041-A-2126-1056;;41;41ex;1056;Gares;12;true;true;136
0065-B-3617-1519;;65;65;1517;Berry;16;true;true;155
0221-A-2115-2091;;221;221;3301;Landelles;10;true;true;489
0202-B-1614-4603;;202;202;2401;Champ Devant;15;true;true;139
0041-B-1663-2127;;41;41ex;1313;Beaulieu Restau U;7;true;true;477
0065-B-3617-1519;;65;65;1520;Bourbonnais;17;true;true;235
0221-A-2115-2091;;221;221;3319;Pâtis du Moulinet;12;true;true;15
0202-B-1614-4603;;202;202;2458;Gentilhommière;18;true;true;137
0041-B-1663-2127;;41;41ex;2003;Cesson Hôpital Privé;10;true;true;213
0065-B-3617-1565;;65;65;3107;Renan;11;true;true;173
0221-A-2115-2091;;221;221;2041;Cesson Collège;14;true;true;313
0202-B-1614-4603;;202;202;4603;Pommiers;23;true;true;311
0044-A-1738-1556;;44;44;1115;Oberthur;8;true;true;93
0065-B-3617-3110;;65;65;3617;Parthenay Fontaine;1;true;true;166
0221-A-3310-2091;;221;221;3310;Portail;1;true;true;311
0204-A-2844-1007;;204;204;2806;Vivier Louis;5;true;true;154
0044-A-1738-1556;;44;44;1118;Thabor;11;true;true;404
0065-B-3617-3110;;65;65;3145;Touche Champagne;7;true;true;208
0221-A-3310-2091;;221;221;3312;Juteauderies;3;true;true;165
0204-A-2844-1007;;204;204;1007;Assomption;16;true;true;342
0044-B-1550-1737;;44;44;1550;République;1;true;true;402
0065-B-3617-3110;;65;65;3142;Haute Rabine;9;true;true;178
0221-A-3310-2091;;221;221;3313;Bocage;4;true;true;379
0204-A-2844-1596;;204;204;2844;Champ Daguet;1;true;true;463
0044-B-1550-1737;;44;44;1552;Place Pasteur;2;true;true;253
0067-A-2089-1556;;67;67;2089;Rigourdière;1;true;true;37
0221-B-2091-2114;;221;221;3316;Village Collectivités;3;true;true;15
0204-A-2844-1596;;204;204;2805;Camus;4;true;true;267
0044-B-1550-1737;;44;44;1149;Durafour;6;true;true;276
0067-A-2089-1556;;67;67;2058;Peupliers;4;true;true;86
0221-B-2091-2114;;221;221;3307;Fouillard;11;true;true;431
0204-A-2844-1596;;204;204;2806;Vivier Louis;5;true;true;43
0050-A-3301-1563;;50;50;3306;Juteauderies;6;true;true;269
0067-A-2089-1556;;67;67;2016;Taillis;7;true;true;127
0221-B-2091-2114;;221;221;2070;Victoire;13;true;true;6
0204-A-2844-1596;;204;204;2808;Uttenreuth;6;true;true;14
0050-A-3301-1563;;50;50;3307;Fouillard;7;true;true;130
0067-A-2089-1556;;67;67;1474;Durafour Strasbourg;13;true;true;407
0221-B-2091-3309;;221;221;2050;Cesson Collège;2;true;true;141
0204-A-2844-1596;;204;204;2809;Discalceat;7;true;true;340
0050-A-3301-1563;;50;50;2114;Château de Vaux;11;true;true;431
0067-A-4151-1556;;67;67;4152;Mainguère;2;true;true;329
0221-B-2091-3309;;221;221;3316;Village Collectivités;3;true;true;74
0204-A-2844-1596;;204;204;2811;Cité des Jardins;9;true;true;193
0050-A-3301-1563;;50;50;1004;Donzelot;15;true;true;418
0067-A-4151-1556;;67;67;4153;Saules;3;true;true;164
0221-B-2091-3309;;221;221;3306;Juteauderies;10;true;true;81
0204-A-2844-1596;;204;204;2813;Haut Trait;11;true;true;264
0050-A-3301-1563;;50;50;1006;Turmel;17;true;true;495
0067-A-4151-1556;;67;67;4156;Pâtis;6;true;true;20
0222-A-4604-2401;;222;222;4604;Pommiers;1;true;true;424
0204-A-2844-1596;;204;204;2817;CHP Saint-Grégoire;12;true;true;487
0050-A-3301-1563-3308;;50;50;2114;Château de Vaux;12;true;true;470
0067-A-4151-1556-2057;;67;67;4152;Mainguère;2;true;true;297
