Parcours (ID);Parcours (libellé court);Ligne (ID);Ligne (nom court);Point d'arrêt (ID);Point d'arrêt (nom);Ordre;Montée autorisée;Descente autorisée;
0075-B-1511-3401;;75;75;3406;Eclosel;5;true;true;141
0075-B-2619-3401;;75;75;2632;Moulin;3;true;true;98
0075-B-2619-3401;;75;75;3407;Grée Barel;5;true;true;181
0075-B-2619-3401;;75;75;3421;La Porte;8;true;true;486
0075-B-2619-3401;;75;75;3402;Langlois;9;true;true;143
0075-B-2619-3401;;75;75;3401;Parc des Sports;10;true;true;422
0076-A-1566-3851;;76;76;1414;Merlin;4;true;true;221
0076-A-1566-3851;;76;76;3763;Lion d'Or;9;true;true;282
0076-A-1566-3851;;76;76;3851;Mordelles Pâtis;19;true;true;56
0076-B-3851-1566;;76;76;3855;Gretay;5;true;true;469
0076-B-3851-1566;;76;76;2540;Acquêts;7;true;true;193
0076-B-3851-1566;;76;76;1503;Colin;15;true;true;71
0077-A-1214-3617;;77;77;1214;République;1;true;true;241
0077-A-1214-3617;;77;77;3125;Pâtis Roussel;13;true;true;36
0077-A-1214-3617;;77;77;3117;Renan;15;true;true;245
0077-A-1214-3617;;77;77;3124;Chapitre;18;true;true;490
0077-A-1214-3617;;77;77;3611;Le Reuvre;20;true;true;388
0077-A-1214-3617;;77;77;3617;Parthenay Fontaine;25;true;true;467
0077-A-1519-3125;;77;77;3175;Pacé Cimetière;6;true;true;19
0077-A-1519-3125;;77;77;3169;Beausoleil;9;true;true;399
0077-A-1519-3125-3137;;77;77;1519;Villejean-Université;1;true;true;230
0077-A-1519-3125-3137;;77;77;3113;Le Ponant;7;true;true;112
0077-A-1519-3125-3137;;77;77;3173;Teillais;10;true;true;306
0077-A-1519-3125-3137;;77;77;3125;Pâtis Roussel;15;true;true;250
0077-B-3125-1519;;77;77;3170;Beausoleil;4;true;true;20
0077-B-3125-1519;;77;77;3174;Teillais;6;true;true;355
0077-B-3125-1519;;77;77;3110;Carré Dumaine;8;true;true;392
0077-B-3125-1519;;77;77;1517;Berry;10;true;true;376
0077-B-3125-1519-3139;;77;77;3126;Ouessant;2;true;true;418
0077-B-3125-1519-3139;;77;77;3110;Carré Dumaine;8;true;true;13
0077-B-3125-1519-3139;;77;77;3111;Le Ponant;9;true;true;81
0077-B-3125-1519-3139;;77;77;3112;Opéra;10;true;true;386
0078-A-2437-1494;;78;78;2820;Cité des Jardins;11;true;true;183
0078-A-2437-1494;;78;78;2838;Alphasis;13;true;true;310
0078-A-2437-1494;;78;78;2857;Kerguelen;14;true;true;418
0078-A-2437-1494;;78;78;2854;Grand Quartier;19;true;true;120
0078-B-1494-2437;;78;78;2856;Kerguelen;9;true;true;360
0078-B-1494-2437;;78;78;2811;Cité des Jardins;12;true;true;486
0078-B-1494-2437;;78;78;2847;Forge;13;true;true;351
0078-B-1494-2437;;78;78;2832;Holywell;14;true;true;217
0079-A-1456-1534;;79;79;1534;Henri Fréville;3;true;true;117
0079-A-1534-4708;;79;79;3911;Rivaudière;3;true;true;277
0079-A-1534-4708;;79;79;4703;Orée du Bois;10;true;true;454
0079-B-3901-1534;;79;79;1534;Henri Fréville;8;true;true;290
0079-B-4708-1534;;79;79;4708;Gingouillère;1;true;true;20
0079-B-4708-1534;;79;79;3906;Rivaudière;11;true;true;243
0080-B-2368-1534;;80;80;4706;Châtaigneraie;3;true;true;279
0080-B-2368-1534;;80;80;1534;Henri Fréville;8;true;true;448
0080-B-4708-1534;;80;80;4706;Châtaigneraie;2;true;true;491
0080-B-4708-1534;;80;80;4721;Château d'Eau;6;true;true;384
0081-A-1497-4950;;81;81;1521;Berry;3;true;true;256
0081-A-1497-4950;;81;81;3135;Nominoë;4;true;true;224
0081-A-1497-4950;;81;81;3105;Pinault;5;true;true;435
0081-A-1497-4950;;81;81;3711;Vigne;10;true;true;368
0081-A-1497-4950;;81;81;3732;Ile des Bois;15;true;true;356
0081-A-1497-4950;;81;81;4950;Miniac Eglise;27;true;true;363
0081-A-1497-6000;;81;81;1497;Villejean-Université;1;true;true;197
0081-A-1497-6000;;81;81;1518;Bourbonnais;2;true;true;151
0081-A-1497-6000-3732;;81;81;3710;Fouaye;9;true;true;448
0081-A-1497-6000-3732;;81;81;4458;Croix Simon;18;true;true;125
0081-A-1497-6000-3732;;81;81;6001;Frères Aubert;21;true;true;111
0081-A-1551-6000;;81;81;3105;Pinault;6;true;true;382
0081-A-1551-6000;;81;81;3121;Docteur Léon;8;true;true;383
0081-A-1551-6000;;81;81;6001;Frères Aubert;22;true;true;241
0081-B-4950-1497;;81;81;4801;Bécherel Centre;2;true;true;114
0081-B-4950-1497;;81;81;6000;Romillé Collège;6;true;true;155
0081-B-4950-1497;;81;81;6006;Mettrie Templiers;9;true;true;394
0081-B-4950-1497;;81;81;3709;Fouaye;19;true;true;449
0081-B-6000-1497;;81;81;6000;Romillé Collège;1;true;true;211
0081-B-6000-1497;;81;81;6002;Frères Aubert;2;true;true;73
0081-B-6000-1497-3732;;81;81;4453;Clayes Centre;7;true;true;390
0081-B-6000-1497-3732;;81;81;3134;Nominoë;19;true;true;81
0081-B-6000-1497-3732;;81;81;1517;Berry;20;true;true;279
0081-B-6000-1497-3732;;81;81;1520;Bourbonnais;21;true;true;472
0082-A-1497-4950;;82;82;4851;Chapelle-Chaussée;5;true;true;57
0082-A-1497-4950;;82;82;4800;Bécherel Centre;7;true;true;377
0082-A-1497-4950;;82;82;4950;Miniac Eglise;8;true;true;424
0082-A-1497-4950-6005;;82;82;1497;Villejean-Université;1;true;true;176
0082-A-1497-4950-6005;;82;82;1521;Berry;3;true;true;372
0082-A-1497-4950-6005;;82;82;6005;Mettrie Templiers;4;true;true;196
0082-B-4950-1497;;82;82;4803;Sévignière;3;true;true;186
0082-B-4950-1497;;82;82;4850;Chapelle-Chaussée;4;true;true;73
0082-B-4950-1497;;82;82;1517;Berry;8;true;true;446
0090-A-2338-2368;;90;90;2339;Champ Niguel;2;true;true;332
0090-A-2338-2368;;90;90;2372;Bruz Gare;8;true;true;449
0090-A-2338-2368;;90;90;2374;Châteliers;9;true;true;197
0090-B-2379-2337;;90;90;2368;DGA-MI;2;true;true;94
0090-B-2379-2337;;90;90;2372;Bruz Gare;5;true;true;455
0090-B-2379-2337;;90;90;2361;Bruz Centre;7;true;true;60
0090-B-2379-2337;;90;90;2335;Bobinais;10;true;true;94
0091-A-2338-2306;;91;91;2341;Pasteur;4;true;true;280
0091-A-2719-2306;;91;91;2719;Petite Saudrais;1;true;true;434
0091-A-2719-2306;;91;91;2721;Centre;3;true;true;496
0091-A-2719-2306;;91;91;2722;Potiers;4;true;true;251
0091-A-2719-2306;;91;91;2917;Chartres Centre;9;true;true;189
0091-A-2719-2306;;91;91;2351;Mare de la Salle;13;true;true;430
0091-A-2719-2306;;91;91;2348;Victor Hugo;19;true;true;209
0091-A-2719-2347;;91;91;2916;Auditoire;8;true;true;190
0091-A-2719-2347;;91;91;2908;Callouët;10;true;true;155
0091-A-2719-2347;;91;91;2351;Mare de la Salle;13;true;true;270
0091-B-2306-2710;;91;91;2920;Auditoire;17;true;true;441
0091-B-2306-2710;;91;91;2708;Centre;22;true;true;37
0091-B-2306-2710;;91;91;2710;Petite Saudrais;24;true;true;38
0091-B-2306-2926;;91;91;2335;Bobinais;8;true;true;192
0091-B-2306-2926;;91;91;2904;Taillebois;14;true;true;7
0091-B-2306-2926;;91;91;2919;Chartres Centre;16;true;true;233
0091-B-2327-2353;;91;91;2324;Haut Launay;4;true;true;360
0091-B-2327-2710;;91;91;2330;Rabine;3;true;true;187
0091-B-2327-2710;;91;91;2353;Victor Hugo;6;true;true;468
0091-B-2327-2710;;91;91;2350;Mare de la Salle;12;true;true;59
0091-B-2327-2710;;91;91;2919;Chartres Centre;16;true;true;35
0091-B-2327-2710;;91;91;2920;Auditoire;17;true;true;307
0091-B-2327-2710;;91;91;2926;Collège Pôle Sud;18;true;true;200
0091-B-2353-2710;;91;91;2920;Auditoire;12;true;true;354
0091-B-2353-2710;;91;91;2707;Potiers;16;true;true;203
0091-B-2353-2710;;91;91;2708;Centre;17;true;true;103
0094-A-3951-2406;;94;94;4604;Pommiers;6;true;true;180
0121-A-9134-1052;;121;N1;1164;Pont de Châteaudun;12;true;true;95
0121-B-1168-9134;;121;N1;1173;Pont de Strasbourg;6;true;true;212
0121-B-1168-9134;;121;N1;1699;François Château;7;true;true;182
0121-B-1168-9134;;121;N1;1174;Plaine de Baud;8;true;true;354
0121-B-1168-9134;;121;N1;1313;Beaulieu Restau U;13;true;true;361
0121-B-1568-1168;;121;N1;1307;Villejean-Université;6;true;true;187
0121-B-1568-1168;;121;N1;1311;Guilloux;12;true;true;22
0122-A-1108-1008;;122;N2;1007;Assomption;3;true;true;62
0122-A-1108-1008;;122;N2;1008;Painlevé;4;true;true;326
0122-A-1108-1065;;122;N2;1711;Joliot-Curie - Chateaubriand;2;true;true;371
0122-A-1108-1065;;122;N2;1007;Assomption;3;true;true;499
0122-A-1108-1065;;122;N2;1009;Metz Volney;5;true;true;120
0122-A-1108-1065;;122;N2;1011;Fac de Droit;7;true;true;88
0122-A-1108-1065;;122;N2;1121;Charles de Gaulle;13;true;true;470
0122-A-1108-1065;;122;N2;1447;Henri Fréville;19;true;true;59
0122-A-1108-1065;;122;N2;1356;Galicie;24;true;true;358
0122-A-1108-1090;;122;N2;1108;Gayeulles;1;true;true;381
0122-A-1108-1090;;122;N2;1007;Assomption;3;true;true;6
0122-A-1108-1090;;122;N2;1090;République;12;true;true;262
0122-B-1065-1108;;122;N2;1344;Galicie;2;true;true;24
0122-B-1065-1108;;122;N2;1016;République;14;true;true;38
0122-B-1065-1108;;122;N2;1025;Champ Jacquet;15;true;true;88
0122-B-1065-1108;;122;N2;1031;Metz Volney;21;true;true;424
0122-B-1065-1108;;122;N2;1107;Le Blizz;26;true;true;204
0122-B-1403-1108;;122;N2;1405;Europe;3;true;true;354
0122-B-1403-1108;;122;N2;1107;Le Blizz;5;true;true;132
0122-B-1563-1108;;122;N2;1016;République;2;true;true;258
0122-B-1563-1108;;122;N2;1025;Champ Jacquet;3;true;true;373
0122-B-1563-1108;;122;N2;1027;Hôtel Dieu;5;true;true;80
0122-B-1563-1108;;122;N2;1028;Sévigné;6;true;true;268
0122-B-1563-1108;;122;N2;1029;Fac de Droit;7;true;true;473
0122-B-1563-1108;;122;N2;1031;Metz Volney;9;true;true;146
0150-A-3301-1563;;150;150ex;3301;Landelles;1;true;true;456
0150-A-3301-1563;;150;150ex;3315;Thorigné Mairie;3;true;true;482
0150-A-3301-1563;;150;150ex;3314;Anne de Bretagne;4;true;true;461
0150-A-3301-1563;;150;150ex;3309;Portail;8;true;true;455
0150-A-3301-1563;;150;150ex;1617;Longs Champs Est;9;true;true;265
0150-A-3301-1563;;150;150ex;1603;Les Préales;11;true;true;213
0151-A-2401-1606;;151;151ex;2401;Champ Devant;1;true;true;428
0151-A-2401-1606;;151;151ex;2402;Omblais;2;true;true;348
0151-A-2401-1606;;151;151ex;2406;Betton Centre;6;true;true;390
0151-A-2401-1606;;151;151ex;1011;Fac de Droit;9;true;true;496
0151-A-2401-1606;;151;151ex;1606;Place Hoche;10;true;true;19
0154-B-4652-1242;;154;154ex;4653;Saint-Melaine;2;true;true;102
0155-A-1214-3851;;155;155ex;1214;République;1;true;true;129
0155-A-1214-3851;;155;155ex;1540;Pont de Bretagne;2;true;true;125
0157-B-2361-1615;;157;157ex;2322;Vert Buisson;8;true;true;126
0158-A-1501-2309;;158;Ker-Lannex;1020;Mermoz;3;true;true;28
0158-A-1501-2309;;158;Ker-Lannex;2317;Coeur de Campus;6;true;true;161
0158-B-2319-1615;;158;Ker-Lannex;1615;République;7;true;true;197
0159-A-1564-2372;;159;159ex;2343;Epalet;7;true;true;97
0159-A-1564-2372;;159;159ex;2344;Noë;8;true;true;176
0159-A-1564-2372;;159;159ex;2372;Bruz Gare;10;true;true;431
0159-B-2372-1564;;159;159ex;2353;Victor Hugo;6;true;true;193
0161-A-1510-3801;;161;161ex;1510;Henri Fréville;1;true;true;92
0161-A-1510-3801;;161;161ex;2733;Côteaux;5;true;true;265
0161-A-1510-3801;;161;161ex;2773;Ise;6;true;true;497
0161-A-1510-3801;;161;161ex;3837;Jardin du Soleil;10;true;true;458
0161-A-1510-3801;;161;161ex;3808;La Motte;11;true;true;260
0075-B-1511-3401;;75;75;3421;La Porte;9;true;true;287
0075-B-1511-3401;;75;75;3401;Parc des Sports;11;true;true;417
0075-B-2619-3401;;75;75;2633;Maillardière;2;true;true;250
0075-B-2619-3401;;75;75;3406;Eclosel;4;true;true;375
0076-A-1566-3851;;76;76;1566;Lycée Basch;1;true;true;482
0076-A-1566-3851;;76;76;2539;Acquêts;13;true;true;1
0161-B-3801-1450;;161;161ex;3801;Centre de Loisirs;1;true;true;275
0076-A-1566-3851;;76;76;3862;Gretay;15;true;true;311
0161-B-3801-1450;;161;161ex;3838;Salle de Sports;2;true;true;72
0076-A-1566-3851;;76;76;3865;Mordelles Eglise;18;true;true;457
0161-B-3801-1450;;161;161ex;4358;Croix Faucheux;7;true;true;430
0076-B-3851-1566;;76;76;3853;Mordelles Mairie;3;true;true;313
0161-B-3801-1450;;161;161ex;2734;Côteaux;10;true;true;264
0076-B-3851-1566;;76;76;2542;Egalité;6;true;true;9
0161-B-3801-1510;;161;161ex;3801;Centre de Loisirs;1;true;true;387
0076-B-3851-1566;;76;76;2504;L'Autre Lieu;8;true;true;324
0164-A-4001-1167;;164;164ex;4019;Botrel;2;true;true;177
0076-B-3851-1566;;76;76;2538;Gaston Bardet;10;true;true;7
0164-A-4001-1167;;164;164ex;4004;Foyer;5;true;true;331
0076-B-3851-1566;;76;76;3756;Lion d'Or;11;true;true;466
0164-B-1167-4001;;164;164ex;4010;Lande;5;true;true;385
0076-B-3851-1566;;76;76;1422;Merlin;16;true;true;68
0164-B-1167-4001;;164;164ex;4011;Foyer;6;true;true;177
0076-B-3851-1566;;76;76;1297;Villejean-Université;18;true;true;303
0164-B-1167-4001;;164;164ex;4012;Acigné Mairie;7;true;true;34
0077-A-1214-3617;;77;77;3113;Le Ponant;5;true;true;288
0164-B-1167-4001;;164;164ex;4013;Verdaudais;8;true;true;470
0077-A-1214-3617;;77;77;3114;Carré Dumaine;6;true;true;365
0164-B-1167-4001;;164;164ex;4020;Botrel;9;true;true;143
0077-A-1214-3617;;77;77;3116;Duchesse Anne;14;true;true;293
0165-A-1519-3617;;165;165ex;3617;Parthenay Fontaine;6;true;true;93
0077-A-1214-3617;;77;77;3143;Haute Rabine;17;true;true;219
0165-A-1565-3617;;165;165ex;3612;Placis de la Touche;3;true;true;63
0077-A-1214-3617;;77;77;3614;Clos des Tilleuls;23;true;true;130
0165-B-3617-1519;;165;165ex;3617;Parthenay Fontaine;1;true;true;359
0077-A-1519-3125;;77;77;3114;Carré Dumaine;5;true;true;319
0165-B-3617-1519;;165;165ex;3602;Parthenay Mairie;2;true;true;350
0077-A-1519-3125;;77;77;3167;Champalaune;10;true;true;164
0165-B-3617-1519;;165;165ex;3603;Clos des Tilleuls;3;true;true;416
0077-A-1519-3125-3137;;77;77;1521;Berry;3;true;true;359
0165-B-3617-1519;;165;165ex;1519;Villejean-Université;6;true;true;481
0077-A-1519-3125-3137;;77;77;3175;Pacé Cimetière;9;true;true;80
0168-A-4507-1529;;168;168ex;4504;Flume;5;true;true;352
0077-A-1519-3125-3137;;77;77;3169;Beausoleil;12;true;true;40
0168-A-4507-1529;;168;168ex;1529;Villejean-Université;7;true;true;236
0077-A-1566-1519;;77;77;1566;Lycée Basch;1;true;true;285
0168-B-1529-4507;;168;168ex;1529;Villejean-Université;1;true;true;104
0077-A-1566-3125;;77;77;1566;Lycée Basch;1;true;true;146
0172-A-1534-2945;;172;172ex;2930;Constant Mérel;7;true;true;324
0077-B-3125-1519;;77;77;3172;Baiersdorf;5;true;true;206
0172-B-2944-1534;;172;172ex;2911;Parc de Loisirs;3;true;true;301
0077-B-3125-1519;;77;77;3111;Le Ponant;9;true;true;321
0172-B-2944-1534;;172;172ex;2913;Cornouaille;5;true;true;369
0077-B-3125-1519-3139;;77;77;1520;Bourbonnais;14;true;true;209
0173-B-4112-1511;;173;173ex;4555;Saint-Armel Gare;7;true;true;54
0077-B-3125-1519-3139;;77;77;1519;Villejean-Université;15;true;true;427
0200-A-4001-1007;;200;200;4001;Timonière;1;true;true;78
0078-A-2437-1494;;78;78;2418;Betton Mairie;2;true;true;415
0200-A-4001-1007;;200;200;4007;Boulais;8;true;true;442
0078-A-2437-1494;;78;78;2456;Pont Brand;6;true;true;125
0200-A-4001-1007;;200;200;1007;Assomption;15;true;true;277
0078-A-2437-1494;;78;78;2848;Forge;10;true;true;416
0200-B-1033-4001;;200;200;1033;Assomption;1;true;true;165
0078-A-2437-1494;;78;78;1543;Léonard;20;true;true;485
0200-B-1033-4001;;200;200;3316;Village Collectivités;6;true;true;61
0078-A-2437-1494;;78;78;1493;Préfecture;21;true;true;301
0200-B-1033-4001;;200;200;4010;Lande;10;true;true;187
0078-A-2437-1494;;78;78;1494;Villejean-Université;22;true;true;46
0200-B-1033-4001;;200;200;4020;Botrel;14;true;true;339
0078-B-1494-2437;;78;78;2851;Edonia;8;true;true;310
0201-A-3301-1007-1734;;201;201;3306;Juteauderies;6;true;true;368
0078-B-1494-2437;;78;78;2457;Pont Brand;17;true;true;37
0201-A-3301-1007-1734;;201;201;3307;Fouillard;7;true;true;139
0079-A-1456-1534;;79;79;1456;Coubertin;1;true;true;250
0201-A-3301-1734;;201;201;3322;Curien;2;true;true;302
0079-A-1534-4708;;79;79;4707;Châtaigneraie;12;true;true;416
0201-A-3305-1007;;201;201;3305;Bocage;1;true;true;288
0079-A-1534-4708;;79;79;4708;Gingouillère;13;true;true;37
0201-A-3305-1007;;201;201;2071;Calendrou;6;true;true;155
0079-B-3901-1534;;79;79;3905;Pont-Péan Mairie;5;true;true;79
0201-A-3305-1734;;201;201;3306;Juteauderies;2;true;true;492
0079-B-4708-1534;;79;79;3905;Pont-Péan Mairie;10;true;true;485
0201-B-1429-3301;;201;201;2072;Calendrou;2;true;true;415
0080-A-1534-4708;;80;80;4707;Châtaigneraie;6;true;true;341
0201-B-1614-3301-1429;;201;201;1429;Joliot-Curie;3;true;true;279
0080-B-2368-1534;;80;80;4708;Gingouillère;2;true;true;105
0201-B-1614-3301-1429;;201;201;3302;Thorigné Mairie;11;true;true;233
0080-B-2368-1534;;80;80;4702;Orée du Bois;5;true;true;110
0201-B-1614-3301-1429;;201;201;3323;Curien;12;true;true;12
0080-B-4708-1534;;80;80;4702;Orée du Bois;4;true;true;77
0202-A-2401-1007;;202;202;2408;Marronniers;8;true;true;302
0080-B-4708-1534;;80;80;1534;Henri Fréville;7;true;true;143
0202-A-2401-1007;;202;202;1485;Saint-Laurent;13;true;true;4
0081-A-1497-4950;;81;81;1497;Villejean-Université;1;true;true;94
0202-A-4604-1007;;202;202;4605;Fonderies;2;true;true;483
0081-A-1497-4950;;81;81;1518;Bourbonnais;2;true;true;70
0202-A-4604-1007;;202;202;4607;Chevaigné Gare;4;true;true;353
0081-A-1497-4950;;81;81;3122;Pie Neuve;8;true;true;274
0202-A-4604-1007;;202;202;2432;J. Sébastien Bach;7;true;true;315
0081-A-1497-4950;;81;81;4851;Chapelle-Chaussée;24;true;true;41
0202-A-4604-1007;;202;202;2401;Champ Devant;9;true;true;399
0081-A-1497-4950;;81;81;4802;Sévignière;25;true;true;191
0202-A-4604-1007;;202;202;2403;Brocéliande;11;true;true;352
0081-A-1497-4950;;81;81;4800;Bécherel Centre;26;true;true;427
0202-A-4604-1007;;202;202;2408;Marronniers;16;true;true;95
0081-A-1497-6000;;81;81;4459;La Cour aux Pages;5;true;true;472
0202-B-1614-2401;;202;202;2412;Betton Vallée;5;true;true;390
0081-A-1497-6000;;81;81;6005;Mettrie Templiers;7;true;true;386
0202-B-1614-2401;;202;202;2413;Enseigne Abbaye;6;true;true;116
0081-A-1497-6000;;81;81;6001;Frères Aubert;9;true;true;153
0202-B-1614-2401;;202;202;2414;Housset;7;true;true;367
0081-A-1497-6000-3732;;81;81;3120;Touche Milon;6;true;true;166
0202-B-1614-2401;;202;202;2415;Marronniers;8;true;true;150
0081-A-1497-6000-3732;;81;81;3723;Maison Neuve;14;true;true;198
0202-B-1614-4603;;202;202;2415;Marronniers;8;true;true;64
0081-A-1497-6000-3732;;81;81;6005;Mettrie Templiers;19;true;true;365
0202-B-1614-4603;;202;202;2437;Betton Centre;10;true;true;175
0081-A-1551-6000;;81;81;3712;Pont aux Moines;12;true;true;53
0202-B-1614-4603;;202;202;2420;Brocéliande;13;true;true;184
0081-A-1551-6000;;81;81;3724;Clos des Cerisiers;14;true;true;195
0202-B-1614-4603;;202;202;2434;J. Sébastien Bach;17;true;true;373
0081-A-1551-6000;;81;81;4459;La Cour aux Pages;18;true;true;297
0203-B-1663-1737;;203;203;1663;Gares;1;true;true;11
0081-A-1551-6000;;81;81;6005;Mettrie Templiers;20;true;true;34
0204-A-2844-1007;;204;204;2844;Champ Daguet;1;true;true;248
0081-A-1551-6000;;81;81;6003;Romillé Mairie;21;true;true;289
0204-A-2844-1007;;204;204;2815;La Plesse;13;true;true;121
0081-A-1551-6000;;81;81;6000;Romillé Collège;23;true;true;36
0204-A-2844-1007;;204;204;1328;Lycée Mendès France;14;true;true;410
0081-B-4950-1497;;81;81;4850;Chapelle-Chaussée;4;true;true;292
0204-A-2844-1596;;204;204;2842;Nobel;2;true;true;145
0081-B-4950-1497;;81;81;6002;Frères Aubert;7;true;true;222
0204-B-1614-2844;;204;204;1596;Clotilde Vautier;3;true;true;225
0081-B-4950-1497;;81;81;4452;Croix Simon;10;true;true;150
0204-B-1614-2844;;204;204;2819;Forge;8;true;true;143
0081-B-4950-1497;;81;81;4460;La Cour aux Pages;11;true;true;263
0204-B-1614-2844;;204;204;2820;Cité des Jardins;9;true;true;17
0081-B-4950-1497;;81;81;3717;Maison Neuve;14;true;true;100
0204-B-1614-2844;;204;204;2822;Discalceat;11;true;true;53
0081-B-4950-1497;;81;81;3134;Nominoë;24;true;true;320
0204-B-1614-2844;;204;204;2846;Ricoquais;15;true;true;402
0081-B-4950-1497;;81;81;1517;Berry;25;true;true;49
0204-B-1614-2844;;204;204;2843;Nobel;16;true;true;464
0081-B-4950-1497;;81;81;1520;Bourbonnais;26;true;true;94
0205-A-1496-1553;;205;205;1553;Villejean-Université;2;true;true;274
0081-B-4950-1497;;81;81;1497;Villejean-Université;27;true;true;140
0206-A-2054-1007;;206;206;2013;Vilaine;4;true;true;154
0081-B-6000-1497;;81;81;6004;Romillé Mairie;3;true;true;80
0206-A-2054-1007;;206;206;2059;Monniais;6;true;true;164
0081-B-6000-1497;;81;81;1517;Berry;8;true;true;385
0206-A-2054-1007;;206;206;2015;Hublais;7;true;true;16
0081-B-6000-1497-3732;;81;81;4452;Croix Simon;5;true;true;347
0206-A-2054-1007;;206;206;1609;Tournebride;10;true;true;228
0081-B-6000-1497-3732;;81;81;3103;Docteur Léon;16;true;true;443
0206-B-1033-2043;;206;206;2020;Taillis;5;true;true;399
0081-B-6000-1497-3732;;81;81;3104;Touche Milon;17;true;true;342
0206-B-1033-2043;;206;206;2021;Hublais;6;true;true;434
0082-B-4950-1497;;82;82;1520;Bourbonnais;9;true;true;238
0206-B-1033-2043;;206;206;2008;La Coulée;13;true;true;61
0090-A-2338-2368;;90;90;2341;Pasteur;4;true;true;87
0206-B-1033-2043;;206;206;2049;Les Lacs;16;true;true;131
0090-B-2379-2337;;90;90;2379;DGA-MI Nord;1;true;true;471
0206-B-1033-2068;;206;206;2068;Métairies Chalotais;12;true;true;142
0090-B-2379-2337;;90;90;2336;Champ Niguel;11;true;true;379
0207-A-2052-1056;;207;207;2012;Muguet;6;true;true;295
0091-A-2338-2306;;91;91;2338;Lavoisier;1;true;true;182
0207-B-1167-2052;;207;207;2023;Vilaine;6;true;true;214
0091-A-2338-2306;;91;91;2322;Vert Buisson;9;true;true;282
0207-B-1167-2052;;207;207;2026;Mare Pavée;9;true;true;244
0091-A-2719-2306;;91;91;2726;Guyomerais;5;true;true;113
0207-B-1167-2052;;207;207;2052;Lycée Ozanam;12;true;true;349
0091-A-2719-2306;;91;91;2750;Monts Gaultier;6;true;true;136
0208-A-2840-1477;;208;208;2840;MFR Rabinardières;1;true;true;175
0091-A-2719-2306;;91;91;2916;Auditoire;8;true;true;257
0208-B-1056-2840;;208;208;2836;Uttenreuth;3;true;true;369
0091-A-2719-2306;;91;91;2909;Taillebois;11;true;true;274
0208-B-2836-2840;;208;208;2840;MFR Rabinardières;2;true;true;62
0091-A-2719-2306;;91;91;2340;Bobinais;17;true;true;279
0211-B-4201-1608;;211;211;4201;Croix Blanche;1;true;true;372
0091-A-2719-2306;;91;91;2375;Châteliers;20;true;true;343
0211-B-4201-1608;;211;211;4202;Calvaire;2;true;true;8
0091-A-2719-2347;;91;91;2720;Louis Texier;2;true;true;395
0211-B-4201-1608;;211;211;4205;Grippay;5;true;true;82
0091-A-2719-2347;;91;91;2726;Guyomerais;5;true;true;301
0212-A-1661-4355;;212;212;1661;Coubertin;1;true;true;494
0091-A-2719-2347;;91;91;2917;Chartres Centre;9;true;true;392
0212-A-1661-4355;;212;212;2773;Ise;9;true;true;28
0091-A-2719-2347;;91;91;2328;Doublé;14;true;true;96
0212-A-1661-4355;;212;212;4361;Croix Faucheux;11;true;true;68
0091-A-2719-2347;;91;91;2338;Lavoisier;15;true;true;416
0212-A-1661-4355;;212;212;4363;Alexandre Gilois;12;true;true;343
0212-B-4352-1450;;212;212;2706;Molène;4;true;true;164
0212-B-4352-1450;;212;212;2710;Petite Saudrais;8;true;true;115
0213-A-1668-3204;;213;213;1668;Coubertin;1;true;true;311
0213-A-1668-3204;;213;213;4357;Croix du Pigeonnet;2;true;true;70
0213-A-1668-3204;;213;213;3218;Groupe Scolaire;5;true;true;378
0213-A-1668-3204;;213;213;3808;La Motte;11;true;true;222
0213-A-1668-3204;;213;213;3810;Moc Souris;16;true;true;363
0213-A-1668-3801;;213;213;3220;Surcouf;7;true;true;274
0213-A-1668-3801;;213;213;3806;Perelle;9;true;true;182
0213-A-1668-3801;;213;213;3839;Salle de Sports;13;true;true;83
0213-B-3811-1450;;213;213;3811;Sept Fours;1;true;true;190
0213-B-3811-1450;;213;213;3211;Groupe Scolaire;10;true;true;311
0214-B-1077-2052;;214;214;2033;Bas Village;10;true;true;474
0214-B-1077-2052;;214;214;2061;Charmilles;11;true;true;361
0214-B-1077-2052;;214;214;2065;Cesson Gare;15;true;true;448
0214-B-1077-2052;;214;214;2052;Lycée Ozanam;19;true;true;317
0214-B-2065-2052;;214;214;2052;Lycée Ozanam;5;true;true;292
0215-A-1710-1497;;215;215;1710;Joliot-Curie - Chateaubriand;1;true;true;353
0215-B-1497-1711;;215;215;1711;Joliot-Curie - Chateaubriand;3;true;true;357
0216-B-1033-2088;;216;216;2048;Cormier;4;true;true;348
0216-B-1033-2088;;216;216;2030;Petits Champs;10;true;true;226
0217-A-2048-1007;;217;217;2028;La Coulée;5;true;true;272
0217-A-2048-1007;;217;217;2056;Cesson Mairie;8;true;true;375
0217-A-2048-1007;;217;217;2013;Vilaine;9;true;true;164
0217-A-2048-1007;;217;217;1160;Tournebride;15;true;true;212
0217-B-1033-2043;;217;217;1684;Turmel;2;true;true;379
0217-B-1033-2043;;217;217;2023;Vilaine;9;true;true;331
0217-B-1033-2043;;217;217;2066;Cesson Mairie;10;true;true;150
0217-B-1033-2043;;217;217;2010;Mare Pavée;15;true;true;332
0218-A-3162-3732;;218;218;3711;Vigne;2;true;true;53
0218-A-3162-3732;;218;218;3732;Ile des Bois;7;true;true;18
